UNITID,INSTNM,CITY,STABBR,ic2025,ic2025name,saec2025,saec2025name,research2025,research2025name,basic2021,control,sector_label,setting2025,setting2025name,ic2025size,size_label,highest_degree_2025,hbcu,hsi,tribal,womenonly,landgrant,pbi,annhsi,aanapisi,nasnti,medical,rpu,LONGITUD,LATITUDE,WEBADDR,COUNTYCD,cbsa_name,locale_group,admission_rate,grad_rate_6yr,completion_rate_8yr,still_enrolled_8yr,transfer_out_8yr,enrollment_total,enrollment_ug,pct_women,pct_white,pct_black,pct_hispanic,pct_asian,pct_aian,pct_nhpi,pct_two_or_more,pct_unknown,pct_nonresident,pell_2023,pell_ratio,saec_earnings,saec_compearn,earnings_ratio,saec_urm_ratio,access_ratio,saec_pct_urm,saec_pct_black,saec_pct_hispanic,saec_pct_asian,saec_pct_white,net_price,net_price_pub,net_price_priv,tuition_in_state,tuition_out_of_state,grad_debt_median,pct_federal_loan,herd_avg,sat_avg,act_avg,yield_rate,grad_ratio,academic_tier,athletic_association,ncaa_division,sports_offered,relaffil_label,primary_recruit_state,primary_recruit_pct
178767,Stevens-The Institute of Business & Arts,Saint Louis,MO,24,Special Focus: Business,2,"Higher Access, Lower Earnings",-2,No research designation,22,3,Private for-profit,8,"Mostly part-time, not residential",1,Very Small,Bachelor's,0,0,0,0,2,0,0,0,0,0,0,-90.201157,38.632917,www.siba.edu/,29510,"St. Louis, MO-IL",City,71.0,100.0,54.3,0.0,0.0,95.0,95.0,82.0,34.0,61.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.770114942528736,2.51,29806.0,30104.74082747853,0.99,2.68,2.6,0.628787878787879,0.61,0.02,0.0,0.37,17777.0,,17777.0,12968.0,12968.0,27000.0,0.8542,0.0,,,100.0,none,b-range,,,,,Missouri,0.6
182917,Magdalen College,Warner,NH,22,Special Focus: Arts and Sciences,-2,Not Classified in SAEC,-2,No research designation,21,2,Private nonprofit,1,Highly residential,1,Very Small,Bachelor's,0,0,0,0,2,0,0,0,0,0,0,-71.834444,43.314908, ,33013,"Concord, NH",Rural,44.0,59.0,88.9,0.0,5.6,58.0,58.0,57.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12066.0,,12066.0,23000.0,23000.0,,0.5821,0.0,,,100.0,none,b-plus,,,,Roman Catholic,,
194116,New York School of Interior Design,New York,NY,23,"Special Focus: Arts, Music, and Design",-2,Not Classified in SAEC,-2,No research designation,30,2,Private nonprofit,9,Graduate-focused,2,Small,Master's,0,0,0,0,2,0,0,0,0,0,0,-73.962404,40.768615,www.nysid.edu/,36061,"New York-Newark-Jersey City, NY-NJ",City,60.0,100.0,64.9,0.8,6.9,593.0,440.0,91.0,52.0,4.0,13.0,6.0,1.0,0.0,3.0,6.0,15.0,,,,,,,,,,,,,43061.0,,43061.0,36600.0,36600.0,,0.2432,0.0,,,29.6,minority,b-range,,,,,,
486488,California Jazz Conservatory,Berkeley,CA,23,"Special Focus: Arts, Music, and Design",-2,Not Classified in SAEC,-2,No research designation,30,2,Private nonprofit,7,"Mostly full-time, not residential",1,Very Small,Bachelor's,0,0,0,0,2,0,0,0,0,0,0,-122.268878,37.871235,www.cjc.edu/,6001,"San Francisco-Oakland-Fremont, CA",City,100.0,100.0,26.1,2.2,0.0,20.0,20.0,30.0,50.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,44554.0,,44554.0,23600.0,23600.0,,,0.0,,,100.0,none,,,,,,,
225201,Hallmark University,San Antonio,TX,21,Special Focus: Applied and Career Studies,6,"Opportunity Colleges and Universities – Higher Access, Higher Earnings",-2,No research designation,22,2,Private nonprofit,7,"Mostly full-time, not residential",2,Small,Bachelor's,0,1,0,0,2,0,0,0,0,0,0,-98.685754,29.466862,https://www.hallmarkuniversity.edu/,48029,"San Antonio-New Braunfels, TX",City,98.0,57.0,49.8,0.0,12.9,879.0,782.0,37.0,25.0,15.0,46.0,4.0,1.0,1.0,6.0,2.0,0.0,0.502360717658168,1.44,44630.0,33407.55992268041,1.34,1.11,1.27,0.711089494163424,0.11,0.51,0.03,0.26,13225.0,,13225.0,,,25438.0,0.59,0.0,,,99.1,minority,,,,,,Texas,0.9531
