UNITID,cip_family,total_awards,cip_label
166638,11,189.0,Computer Science
166638,13,40.0,Education
166638,14,36.0,Engineering
166638,16,17.0,Foreign Languages
166638,23,75.0,English
166638,26,222.0,Biological Sciences
166638,27,22.0,Mathematics
166638,30,6.0,Interdisciplinary
166638,31,162.0,Parks/Recreation
166638,38,12.0,Philosophy/Religion
166638,40,12.0,Physical Sciences
166638,42,268.0,Psychology
166638,43,144.0,Homeland Security
166638,44,29.0,Public Administration
166638,45,243.0,Social Sciences
166638,50,32.0,Visual/Performing Arts
166638,51,372.0,Health Professions
166638,52,419.0,Business
166638,54,34.0,History
166656,01,2.0,Agriculture
166656,26,27.0,Biological Sciences
166656,40,1.0,Physical Sciences
166656,42,19.0,Psychology
166656,51,808.0,Health Professions
166674,04,16.0,Architecture
166674,09,37.0,Communication
166674,13,16.0,Education
166674,50,302.0,Visual/Performing Arts
166683,04,20.0,Architecture
166683,09,5.0,Communication
166683,11,393.0,Computer Science
166683,14,422.0,Engineering
166683,16,8.0,Foreign Languages
166683,23,7.0,English
166683,24,11.0,Liberal Arts
166683,26,63.0,Biological Sciences
166683,27,156.0,Mathematics
166683,30,139.0,Interdisciplinary
166683,38,5.0,Philosophy/Religion
166683,40,111.0,Physical Sciences
166683,45,15.0,Social Sciences
166683,50,14.0,Visual/Performing Arts
166683,52,49.0,Business
166683,54,1.0,History
166692,03,30.0,Natural Resources
166692,14,141.0,Engineering
166692,43,69.0,Homeland Security
166692,49,47.0,Transportation
166692,52,54.0,Business
166717,42,12.0,Psychology
166850,03,6.0,Natural Resources
166850,05,7.0,Area/Ethnic Studies
166850,09,67.0,Communication
166850,11,10.0,Computer Science
166850,13,76.0,Education
166850,14,60.0,Engineering
166850,16,1.0,Foreign Languages
166850,19,107.0,Family/Consumer Sciences
166850,23,18.0,English
166850,24,26.0,Liberal Arts
166850,26,32.0,Biological Sciences
166850,27,11.0,Mathematics
166850,30,9.0,Interdisciplinary
166850,31,74.0,Parks/Recreation
166850,38,1.0,Philosophy/Religion
166850,40,1.0,Physical Sciences
166850,42,60.0,Psychology
166850,43,81.0,Homeland Security
166850,44,0.0,Public Administration
166850,45,14.0,Social Sciences
166850,50,21.0,Visual/Performing Arts
166850,51,116.0,Health Professions
166850,52,265.0,Business
166850,54,12.0,History
166869,51,174.0,Health Professions
166911,10,12.0,Communications Tech
166911,13,3.0,Education
166911,30,2.0,Interdisciplinary
166911,50,51.0,Visual/Performing Arts
166939,03,26.0,Natural Resources
166939,04,8.0,Architecture
166939,05,28.0,Area/Ethnic Studies
166939,11,33.0,Computer Science
166939,13,16.0,Education
166939,16,33.0,Foreign Languages
166939,23,37.0,English
166939,26,86.0,Biological Sciences
166939,27,34.0,Mathematics
166939,30,23.0,Interdisciplinary
166939,38,36.0,Philosophy/Religion
166939,40,28.0,Physical Sciences
166939,42,69.0,Psychology
166939,45,127.0,Social Sciences
166939,50,68.0,Visual/Performing Arts
166939,54,19.0,History
167057,50,105.0,Visual/Performing Arts
167093,51,2.0,Health Professions
167260,09,0.0,Communication
167260,23,0.0,English
167260,30,3.0,Interdisciplinary
167260,31,47.0,Parks/Recreation
167260,42,26.0,Psychology
167260,43,30.0,Homeland Security
167260,45,0.0,Social Sciences
167260,52,149.0,Business
167260,54,1.0,History
167288,03,8.0,Natural Resources
167288,09,10.0,Communication
167288,11,7.0,Computer Science
167288,13,11.0,Education
167288,23,17.0,English
167288,26,8.0,Biological Sciences
167288,27,4.0,Mathematics
167288,30,24.0,Interdisciplinary
167288,38,0.0,Philosophy/Religion
167288,40,4.0,Physical Sciences
167288,42,26.0,Psychology
167288,45,26.0,Social Sciences
167288,50,27.0,Visual/Performing Arts
167288,51,20.0,Health Professions
167288,52,31.0,Business
167288,54,8.0,History
167358,03,70.0,Natural Resources
167358,04,53.0,Architecture
167358,05,3.0,Area/Ethnic Studies
167358,09,174.0,Communication
167358,10,3.0,Communications Tech
167358,11,648.0,Computer Science
167358,14,894.0,Engineering
167358,15,0.0,Engineering Tech
167358,16,21.0,Foreign Languages
167358,22,1.0,Legal Professions
167358,23,18.0,English
167358,24,8.0,Liberal Arts
167358,26,450.0,Biological Sciences
167358,27,86.0,Mathematics
167358,38,7.0,Philosophy/Religion
167358,40,55.0,Physical Sciences
167358,42,101.0,Psychology
167358,43,70.0,Homeland Security
167358,44,8.0,Public Administration
167358,45,354.0,Social Sciences
167358,50,105.0,Visual/Performing Arts
167358,51,361.0,Health Professions
167358,52,1037.0,Business
167358,54,16.0,History
167394,11,29.0,Computer Science
167394,13,15.0,Education
167394,16,0.0,Foreign Languages
167394,23,3.0,English
167394,24,2.0,Liberal Arts
167394,26,15.0,Biological Sciences
167394,27,1.0,Mathematics
167394,30,2.0,Interdisciplinary
167394,31,8.0,Parks/Recreation
167394,38,2.0,Philosophy/Religion
167394,40,0.0,Physical Sciences
167394,42,27.0,Psychology
167394,43,9.0,Homeland Security
167394,44,44.0,Public Administration
167394,45,3.0,Social Sciences
167394,50,0.0,Visual/Performing Arts
167394,51,133.0,Health Professions
167394,52,18.0,Business
167394,54,4.0,History
167525,52,3.0,Business
167598,09,1.0,Communication
167598,13,5.0,Education
167598,14,1.0,Engineering
167598,23,4.0,English
167598,24,0.0,Liberal Arts
167598,26,16.0,Biological Sciences
167598,30,3.0,Interdisciplinary
167598,31,10.0,Parks/Recreation
167598,42,7.0,Psychology
167598,43,10.0,Homeland Security
167598,44,5.0,Public Administration
167598,51,247.0,Health Professions
167598,52,7.0,Business
167677,39,7.0,Theology
167729,09,38.0,Communication
167729,11,29.0,Computer Science
167729,13,102.0,Education
167729,16,9.0,Foreign Languages
167729,23,41.0,English
167729,24,9.0,Liberal Arts
167729,26,76.0,Biological Sciences
167729,27,10.0,Mathematics
167729,30,0.0,Interdisciplinary
167729,31,20.0,Parks/Recreation
167729,38,5.0,Philosophy/Religion
167729,40,17.0,Physical Sciences
167729,42,152.0,Psychology
167729,43,87.0,Homeland Security
167729,44,31.0,Public Administration
167729,45,43.0,Social Sciences
167729,50,49.0,Visual/Performing Arts
167729,51,239.0,Health Professions
167729,52,226.0,Business
167729,54,24.0,History
167783,03,3.0,Natural Resources
167783,05,5.0,Area/Ethnic Studies
167783,09,24.0,Communication
167783,11,16.0,Computer Science
167783,13,0.0,Education
167783,16,1.0,Foreign Languages
167783,19,6.0,Family/Consumer Sciences
167783,23,12.0,English
167783,26,20.0,Biological Sciences
167783,27,9.0,Mathematics
167783,30,28.0,Interdisciplinary
167783,31,47.0,Parks/Recreation
167783,38,4.0,Philosophy/Religion
167783,40,2.0,Physical Sciences
167783,42,29.0,Psychology
167783,44,22.0,Public Administration
167783,45,44.0,Social Sciences
167783,50,17.0,Visual/Performing Arts
167783,51,164.0,Health Professions
167783,52,15.0,Business
167783,54,8.0,History
167792,01,1.0,Agriculture
167792,03,4.0,Natural Resources
167792,05,0.0,Area/Ethnic Studies
167792,11,5.0,Computer Science
167792,13,1.0,Education
167792,14,2.0,Engineering
167792,16,1.0,Foreign Languages
167792,23,2.0,English
167792,24,0.0,Liberal Arts
167792,26,8.0,Biological Sciences
167792,27,8.0,Mathematics
167792,30,1.0,Interdisciplinary
167792,38,0.0,Philosophy/Religion
167792,40,3.0,Physical Sciences
167792,42,7.0,Psychology
167792,45,7.0,Social Sciences
167792,50,13.0,Visual/Performing Arts
167792,51,0.0,Health Professions
167792,54,0.0,History
167835,03,21.0,Natural Resources
167835,04,9.0,Architecture
167835,05,63.0,Area/Ethnic Studies
167835,11,41.0,Computer Science
167835,13,28.0,Education
167835,14,30.0,Engineering
167835,16,52.0,Foreign Languages
167835,23,45.0,English
167835,26,96.0,Biological Sciences
167835,27,26.0,Mathematics
167835,30,74.0,Interdisciplinary
167835,38,19.0,Philosophy/Religion
167835,40,38.0,Physical Sciences
167835,42,80.0,Psychology
167835,45,151.0,Social Sciences
167835,50,62.0,Visual/Performing Arts
167835,54,20.0,History
167899,03,1.0,Natural Resources
167899,05,3.0,Area/Ethnic Studies
167899,09,11.0,Communication
167899,11,10.0,Computer Science
167899,13,25.0,Education
167899,23,9.0,English
167899,24,8.0,Liberal Arts
167899,26,9.0,Biological Sciences
167899,27,5.0,Mathematics
167899,30,3.0,Interdisciplinary
167899,31,101.0,Parks/Recreation
167899,42,42.0,Psychology
167899,43,26.0,Homeland Security
167899,44,0.0,Public Administration
167899,45,8.0,Social Sciences
167899,50,13.0,Visual/Performing Arts
167899,51,180.0,Health Professions
167899,52,64.0,Business
167899,54,7.0,History
167987,04,9.0,Architecture
167987,05,7.0,Area/Ethnic Studies
167987,09,3.0,Communication
167987,11,37.0,Computer Science
167987,13,3.0,Education
167987,14,139.0,Engineering
167987,16,5.0,Foreign Languages
167987,23,24.0,English
167987,24,12.0,Liberal Arts
167987,26,56.0,Biological Sciences
167987,27,5.0,Mathematics
167987,30,4.0,Interdisciplinary
167987,38,2.0,Philosophy/Religion
167987,40,12.0,Physical Sciences
167987,42,64.0,Psychology
167987,44,2.0,Public Administration
167987,45,115.0,Social Sciences
167987,50,111.0,Visual/Performing Arts
167987,51,212.0,Health Professions
167987,52,319.0,Business
167987,54,19.0,History
167996,03,12.0,Natural Resources
167996,05,13.0,Area/Ethnic Studies
167996,09,24.0,Communication
167996,11,9.0,Computer Science
167996,13,60.0,Education
167996,14,1.0,Engineering
167996,16,5.0,Foreign Languages
167996,23,17.0,English
167996,26,52.0,Biological Sciences
167996,27,7.0,Mathematics
167996,30,1.0,Interdisciplinary
167996,38,3.0,Philosophy/Religion
167996,39,1.0,Theology
167996,40,11.0,Physical Sciences
167996,42,94.0,Psychology
167996,45,97.0,Social Sciences
167996,50,26.0,Visual/Performing Arts
167996,51,47.0,Health Professions
167996,52,157.0,Business
167996,54,9.0,History
168005,03,9.0,Natural Resources
168005,09,100.0,Communication
168005,11,58.0,Computer Science
168005,16,1.0,Foreign Languages
168005,22,80.0,Legal Professions
168005,23,20.0,English
168005,24,0.0,Liberal Arts
168005,26,52.0,Biological Sciences
168005,27,4.0,Mathematics
168005,30,19.0,Interdisciplinary
168005,38,7.0,Philosophy/Religion
168005,40,4.0,Physical Sciences
168005,42,61.0,Psychology
168005,43,20.0,Homeland Security
168005,45,115.0,Social Sciences
168005,50,38.0,Visual/Performing Arts
168005,52,361.0,Business
168005,54,15.0,History
168148,03,60.0,Natural Resources
168148,04,8.0,Architecture
168148,05,41.0,Area/Ethnic Studies
168148,11,211.0,Computer Science
168148,13,10.0,Education
168148,14,242.0,Engineering
168148,16,68.0,Foreign Languages
168148,19,44.0,Family/Consumer Sciences
168148,23,42.0,English
168148,26,196.0,Biological Sciences
168148,27,74.0,Mathematics
168148,30,226.0,Interdisciplinary
168148,38,36.0,Philosophy/Religion
168148,40,43.0,Physical Sciences
168148,42,125.0,Psychology
168148,45,516.0,Social Sciences
168148,50,154.0,Visual/Performing Arts
168148,51,77.0,Health Professions
168148,54,36.0,History
168218,03,20.0,Natural Resources
168218,04,8.0,Architecture
168218,05,43.0,Area/Ethnic Studies
168218,11,89.0,Computer Science
168218,13,16.0,Education
168218,16,30.0,Foreign Languages
168218,23,31.0,English
168218,26,92.0,Biological Sciences
168218,27,27.0,Mathematics
168218,30,36.0,Interdisciplinary
168218,38,18.0,Philosophy/Religion
168218,40,47.0,Physical Sciences
168218,42,68.0,Psychology
168218,45,192.0,Social Sciences
168218,50,40.0,Visual/Performing Arts
168218,54,13.0,History
168227,04,108.0,Architecture
168227,11,160.0,Computer Science
168227,14,340.0,Engineering
168227,15,0.0,Engineering Tech
168227,27,16.0,Mathematics
168227,50,56.0,Visual/Performing Arts
168227,52,137.0,Business
168254,05,1.0,Area/Ethnic Studies
168254,09,6.0,Communication
168254,11,35.0,Computer Science
168254,13,6.0,Education
168254,14,70.0,Engineering
168254,15,53.0,Engineering Tech
168254,22,11.0,Legal Professions
168254,23,7.0,English
168254,24,0.0,Liberal Arts
168254,26,28.0,Biological Sciences
168254,27,1.0,Mathematics
168254,30,0.0,Interdisciplinary
168254,31,45.0,Parks/Recreation
168254,40,10.0,Physical Sciences
168254,42,54.0,Psychology
168254,43,39.0,Homeland Security
168254,44,8.0,Public Administration
168254,45,20.0,Social Sciences
168254,50,1.0,Visual/Performing Arts
168254,51,54.0,Health Professions
168254,52,121.0,Business
168254,54,4.0,History
168263,03,22.0,Natural Resources
168263,04,11.0,Architecture
168263,05,6.0,Area/Ethnic Studies
168263,09,32.0,Communication
168263,11,31.0,Computer Science
168263,13,91.0,Education
168263,16,3.0,Foreign Languages
168263,23,11.0,English
168263,24,124.0,Liberal Arts
168263,26,30.0,Biological Sciences
168263,27,12.0,Mathematics
168263,31,42.0,Parks/Recreation
168263,40,6.0,Physical Sciences
168263,42,84.0,Psychology
168263,43,143.0,Homeland Security
168263,44,27.0,Public Administration
168263,45,34.0,Social Sciences
168263,50,30.0,Visual/Performing Arts
168263,51,113.0,Health Professions
168263,52,139.0,Business
168263,54,24.0,History
168281,03,6.0,Natural Resources
168281,05,18.0,Area/Ethnic Studies
168281,11,11.0,Computer Science
168281,13,18.0,Education
168281,16,3.0,Foreign Languages
168281,23,25.0,English
168281,26,69.0,Biological Sciences
168281,27,13.0,Mathematics
168281,30,7.0,Interdisciplinary
168281,38,11.0,Philosophy/Religion
168281,40,8.0,Physical Sciences
168281,42,49.0,Psychology
168281,45,44.0,Social Sciences
168281,50,44.0,Visual/Performing Arts
168281,51,10.0,Health Professions
168281,52,74.0,Business
168281,54,11.0,History
168342,03,14.0,Natural Resources
168342,05,24.0,Area/Ethnic Studies
168342,11,56.0,Computer Science
168342,16,61.0,Foreign Languages
168342,23,62.0,English
168342,26,59.0,Biological Sciences
168342,27,71.0,Mathematics
168342,30,1.0,Interdisciplinary
168342,38,22.0,Philosophy/Religion
168342,40,63.0,Physical Sciences
168342,42,63.0,Psychology
168342,45,217.0,Social Sciences
168342,50,61.0,Visual/Performing Arts
168342,54,55.0,History
168421,09,7.0,Communication
168421,11,240.0,Computer Science
168421,14,732.0,Engineering
168421,15,22.0,Engineering Tech
168421,24,2.0,Liberal Arts
168421,26,63.0,Biological Sciences
168421,27,35.0,Mathematics
168421,30,58.0,Interdisciplinary
168421,40,25.0,Physical Sciences
168421,42,9.0,Psychology
168421,45,3.0,Social Sciences
168421,50,24.0,Visual/Performing Arts
168421,52,5.0,Business
168430,03,18.0,Natural Resources
168430,09,44.0,Communication
168430,10,0.0,Communications Tech
168430,11,27.0,Computer Science
168430,13,65.0,Education
168430,16,4.0,Foreign Languages
168430,23,24.0,English
168430,24,47.0,Liberal Arts
168430,26,82.0,Biological Sciences
168430,27,13.0,Mathematics
168430,30,0.0,Interdisciplinary
168430,40,7.0,Physical Sciences
168430,42,154.0,Psychology
168430,43,83.0,Homeland Security
168430,45,61.0,Social Sciences
168430,50,7.0,Visual/Performing Arts
168430,51,199.0,Health Professions
168430,52,144.0,Business
168430,54,30.0,History
168528,03,8.0,Natural Resources
168528,05,1.0,Area/Ethnic Studies
168528,09,5.0,Communication
168528,10,3.0,Communications Tech
168528,11,1.0,Computer Science
168528,13,33.0,Education
168528,16,3.0,Foreign Languages
168528,19,3.0,Family/Consumer Sciences
168528,23,6.0,English
168528,26,36.0,Biological Sciences
168528,27,3.0,Mathematics
168528,30,0.0,Interdisciplinary
168528,31,56.0,Parks/Recreation
168528,38,1.0,Philosophy/Religion
168528,40,7.0,Physical Sciences
168528,42,5.0,Psychology
168528,43,12.0,Homeland Security
168528,44,9.0,Public Administration
168528,45,6.0,Social Sciences
168528,50,23.0,Visual/Performing Arts
168528,51,12.0,Health Professions
168528,52,82.0,Business
168528,54,2.0,History
168546,03,5.0,Natural Resources
168546,05,4.0,Area/Ethnic Studies
168546,09,27.0,Communication
168546,11,1.0,Computer Science
168546,13,21.0,Education
168546,14,2.0,Engineering
168546,16,9.0,Foreign Languages
168546,23,12.0,English
168546,24,0.0,Liberal Arts
168546,26,45.0,Biological Sciences
168546,27,2.0,Mathematics
168546,30,5.0,Interdisciplinary
168546,31,31.0,Parks/Recreation
168546,38,4.0,Philosophy/Religion
168546,40,12.0,Physical Sciences
168546,42,28.0,Psychology
168546,44,2.0,Public Administration
168546,45,49.0,Social Sciences
168546,50,10.0,Visual/Performing Arts
168546,52,48.0,Business
168546,54,10.0,History
168591,03,12.0,Natural Resources
168591,09,13.0,Communication
168591,11,9.0,Computer Science
168591,13,32.0,Education
